,Unnamed: 0,trainName,trainNumber,stationFrom,stationTo,trainRunsOnSun,trainRunsOnMon,trainRunsOnTue,trainRunsOnWed,trainRunsOnThu,trainRunsOnFri,trainRunsOnSat,from_DepartureTime,from_StationName,to_StationName,to_ArrivalTime,dayCount,totalDistance
474,474,DWR SUR PASSENGE,56904,DWR,SUR,Y,Y,Y,Y,Y,Y,Y,17:40,DHARWAR,SOLAPUR JN,03:30,2.0,378.0
475,475,BEGAMPURA EXP,12238,JAT,BSB,Y,Y,Y,Y,Y,Y,Y,14:00,JAMMU TAWI,VARANASI JN,12:30,2.0,1261.0
476,476,CHENNAI MAIL,12624,TVC,MAS,Y,Y,Y,Y,Y,Y,Y,14:55,TRIVANDRUM CNTL,MGR CHENNAI CTL,07:40,2.0,922.0
477,477,HAPA SVDK EXP,12475,HAPA,SVDK,N,N,N,Y,N,N,N,05:30,HAPA,SHMATA VD KATRA,17:10,2.0,2070.0
478,478,SC HSR EXP,17037,SC,HSR,N,N,Y,Y,N,N,N,23:55,SECUNDERABAD JN,HISAR,22:15,3.0,2421.0
479,479,MITHILANCHAL EXP,13155,KOAA,SMI,Y,N,N,N,Y,N,N,20:55,KOLKATA,SITAMARHI,11:00,2.0,619.0
480,480,SARVODAYA EXP,12474,SVDK,GIMB,N,N,N,N,Y,N,N,09:10,SHMATA VD KATRA,GANDHIDHAM BG,20:10,2.0,2047.0
481,481,GKP KOLKATA EXP,15050,GKP,KOAA,N,N,N,Y,N,N,Y,08:00,GORAKHPUR JN,KOLKATA,04:45,2.0,883.0
482,482,SANGHA MITRA EX,12296,DNR,SBC,Y,Y,Y,Y,Y,Y,Y,20:10,DANAPUR,KSR BENGALURU,20:20,3.0,2699.0
483,483,PUDUCHERRY EXP,16858,MAQ,PDY,Y,N,N,N,N,N,N,17:05,MANGALURU CNTL,PUDUCHERRY,10:00,2.0,863.0
484,484,VSKP SF EXP,22809,PRDP,VSKP,N,N,N,Y,N,N,N,22:55,PARADIP,VISAKHAPATNAM,08:20,2.0,554.0
485,485,ERNAKULAM SF EXP,22608,BAND,ERS,N,Y,N,N,N,N,N,19:00,BANASWADI,ERNAKULAM JN,06:00,2.0,618.0
486,486,PNBE  PAU EXP,17609,PNBE,PAU,Y,N,N,N,N,N,N,23:10,PATNA JN,PURNA JN,07:10,3.0,1816.0
487,487,JHS RTM LINK EX,21801,JHS,RTM,N,Y,Y,N,Y,Y,N,17:25,JHANSI JN,RATLAM JN,10:45,2.0,778.0
488,488,DHI CSN PASS,51118,DHI,CSMT,Y,Y,Y,Y,Y,Y,Y,19:20,DHULE,C SHIVAJI MAH T,04:05,2.0,384.0
489,489,VSKP SC SPL,08501,VSKP,SC,N,N,Y,N,N,N,N,23:00,VISAKHAPATNAM,SECUNDERABAD JN,12:00,2.0,696.0
490,490,RAJYA RANI EXP,16350,NIL,KCVL,Y,Y,Y,Y,Y,Y,Y,20:50,NILAMBUR ROAD,KOCHUVELI,06:00,2.0,387.0
491,491,SDAH AJMER EXP,12987,SDAH,AII,Y,Y,Y,Y,Y,Y,Y,22:55,SEALDAH,AJMER JN,02:45,3.0,1642.0
492,492,HASDEO EXPRESS,18803,KRBA,R,N,Y,Y,Y,N,N,N,06:40,KORBA,RAIPUR JN,10:35,1.0,203.0
493,493,UDHYOGKARMI EXP,12944,CNB,BL,N,N,N,N,N,Y,N,08:00,KANPUR CENTRAL,VALSAD,07:35,2.0,1305.0
494,494,NGP INDORE EXP,12924,NGP,INDB,N,N,N,Y,N,N,N,19:00,NAGPUR,INDORE JN BG,05:40,2.0,613.0
495,495,AJMER INTERCITY,19411,ADI,AII,Y,Y,Y,Y,Y,Y,Y,09:27,SABARMATI BG,AJMER JN,18:50,1.0,492.0
496,496,POORVA EXPRESS,12381,HWH,NDLS,Y,N,N,Y,Y,N,N,08:15,HOWRAH JN,NEW DELHI,06:05,2.0,1446.0
497,497,BJU UDN SPL,09028,BJU,UDN,N,N,N,N,Y,N,N,05:55,BARAUNI JN,UDHNA JN,13:00,2.0,1702.0
498,498,UDN VARANASI EXP,19057,UDN,BSB,N,N,N,N,N,Y,N,22:10,UDHNA JN,VARANASI JN,01:15,3.0,1375.0
499,499,PURI  ADI EXP,12843,PURI,ADI,N,N,Y,N,Y,Y,Y,17:30,PURI,AHMEDABAD JN,07:25,3.0,2132.0
500,500,TATA JAT EXP,18101,TATA,JAT,Y,Y,Y,Y,Y,Y,Y,14:50,TATANAGAR JN,JAMMU TAWI,14:10,3.0,2026.0
501,501,LJN CDG EXPRESS,15011,LJN,CDG,Y,Y,Y,Y,Y,Y,Y,23:55,LUCKNOW NE,CHANDIGARH,15:00,2.0,724.0
502,502,VENKATADRI EXP,12797,KCG,CTO,Y,Y,Y,Y,Y,Y,Y,20:05,KACHEGUDA,CHITTOOR,08:55,2.0,708.0
503,503,ALD ADI  SF EXP,22968,ALD,ADI,N,N,N,N,N,Y,N,21:00,ALLAHABAD JN,AHMEDABAD JN,00:05,3.0,1483.0
504,504,SHIV GANGA EXP,12559,MUV,NDLS,Y,Y,Y,Y,Y,Y,Y,19:40,MANDUADIH,NEW DELHI,08:10,2.0,755.0
505,505,VERAVAL EXPRESS,16334,TVC,VRL,N,Y,N,N,N,N,N,15:45,TRIVANDRUM CNTL,VERAVAL,16:45,3.0,2709.0
506,506,DBRG  VIVEK EXP,15905,CAPE,DBRG,N,N,N,N,Y,N,N,23:00,KANYAKUMARI,DIBRUGARH,06:40,5.0,4273.0
507,507,SHABD BHEDI EXP,22323,KOAA,GCT,N,N,N,N,Y,N,N,22:45,KOLKATA,GHAZIPUR CITY,12:25,2.0,755.0
508,508,SRIJAGANNATHEXP,18409,HWH,PURI,Y,Y,Y,Y,Y,Y,Y,19:00,HOWRAH JN,PURI,04:55,2.0,502.0
509,509,CNB BDTS SF,22443,CNB,BDTS,N,N,N,Y,N,N,N,18:20,KANPUR CENTRAL,BANDRA TERMINUS,23:05,2.0,1613.0
510,510,JANMABHOOMI EXP,12805,VSKP,LPI,Y,Y,Y,Y,Y,Y,Y,06:15,VISAKHAPATNAM,LINGAMPALLI,19:40,1.0,711.0
511,511,SURAT INTERCITY,22962,HAPA,ST,N,N,Y,N,N,N,N,04:55,HAPA,SURAT,14:50,1.0,552.0
512,512,COIMBATORE EXP,16617,RMM,CBE,N,N,N,Y,N,N,N,19:00,RAMESWARAM,COIMBATORE JN,06:40,2.0,506.0
513,513,LGL KOAA EXPRESS,13118,LGL,KOAA,N,Y,N,Y,N,Y,Y,06:45,LALGOLA,KOLKATA,11:35,1.0,223.0
514,514,C G  SMPRK KRNTI,12823,DURG,NZM,N,Y,N,N,Y,N,Y,12:00,DURG,H NIZAMUDDIN,09:05,2.0,1284.0
515,515,OKHA ADI PASS,59548,OKHA,ADI,Y,Y,Y,Y,Y,Y,Y,22:10,OKHA,AHMEDABAD JN,14:10,2.0,499.0
516,516,SGNR JAT EXP,14713,SGNR,JAT,N,N,N,Y,N,N,N,14:45,SHRI GANGANAGAR,JAMMU TAWI,02:35,2.0,549.0
517,517,SC PBR  EXP,19201,SC,PBR,N,N,N,Y,N,N,N,15:00,SECUNDERABAD JN,PORBANDAR,23:55,2.0,1694.0
518,518,HW UDZ  EXP,19610,HW,UDZ,Y,N,Y,N,N,Y,N,19:40,HARIDWAR JN,UDAIPUR CITY,16:50,2.0,977.0
519,519,PRAGATI EXPRESS,12125,CSMT,PUNE,Y,Y,Y,Y,Y,Y,Y,16:25,C SHIVAJI MAH T,PUNE JN,19:50,1.0,189.0
520,520,KCVL SGNR EXP,16312,KCVL,SGNR,N,N,N,N,N,N,Y,15:45,KOCHUVELI,SHRI GANGANAGAR,04:15,4.0,3321.0
521,521,MTM SC SPL,07049,MTM,SC,Y,N,N,N,N,N,N,15:05,MACHILIPATNAM,SECUNDERABAD JN,22:45,1.0,394.0
522,522,INDORE DURONTO,12227,MMCT,INDB,N,N,N,N,Y,N,Y,23:15,MUMBAI CENTRAL,INDORE JN BG,11:05,2.0,829.0
523,523,NAGERCOIL EXP,17235,SBC,NCJ,Y,Y,Y,Y,Y,Y,Y,17:15,KSR BENGALURU,NAGERCOIL JN,08:20,2.0,673.0
524,524,BDTS JP SF SPL,09724,BDTS,JP,N,N,N,N,Y,N,N,06:15,BANDRA TERMINUS,JAIPUR,03:10,2.0,1152.0
525,525,JU BTI PASENGER,54704,JU,BTI,Y,Y,Y,Y,Y,Y,Y,17:03,MERTA ROAD JN,BHATINDA JN,05:00,2.0,601.0
526,526,SURAT BDTS EXP,12936,ST,BDTS,Y,Y,Y,Y,Y,Y,Y,16:05,SURAT,BANDRA TERMINUS,20:25,1.0,252.0
527,527,SRC TPTY SF EXP,22855,SRC,TPTY,Y,N,N,N,N,N,N,15:50,SANTRAGACHI JN,TIRUPATI,17:40,2.0,1611.0
528,528,NAGARCOIL EXP,16351,CSMT,NCJ,N,N,Y,N,N,N,Y,12:10,C SHIVAJI MAH T,NAGERCOIL JN,03:50,3.0,1949.0
529,529,PUNE SHATABDI,12026,SC,PUNE,Y,Y,N,Y,Y,Y,Y,14:45,SECUNDERABAD JN,PUNE JN,23:10,1.0,597.0
530,530,BL PUNE SPECIAL,01396,BL,PUNE,N,N,Y,N,Y,N,N,14:35,VALSAD,PUNE JN,21:25,1.0,338.0
531,531,AF AII SUPERFAST,22988,AF,AII,Y,Y,Y,Y,Y,Y,Y,14:50,AGRA FORT,AJMER JN,21:10,1.0,376.0
532,532,VISAKAPATNAM EXP,22870,MAS,VSKP,N,N,Y,N,N,N,N,21:10,MGR CHENNAI CTL,VISAKHAPATNAM,10:25,2.0,780.0
533,533,BBS RAJDHANI EXP,22823,BBS,NDLS,N,Y,Y,N,Y,Y,N,09:30,BHUBANESWAR,NEW DELHI,10:45,2.0,1799.0
534,534,CHAMPRN SATYGRH,14010,ANVT,BMKI,N,N,N,N,N,N,Y,23:45,ANAND VIHAR TRM,BAPUDM MOTIHARI,20:00,2.0,967.0
535,535,AMARKANTAK EXP,12853,DURG,BPL,Y,Y,Y,Y,Y,Y,Y,18:20,DURG,BHOPAL  JN,10:30,2.0,901.0
536,536,DANAPUR EXPRESS,19063,UDN,DNR,N,N,Y,N,N,N,Y,08:20,UDHNA JN,DANAPUR,13:35,2.0,1594.0
537,537,SNSI BZA EXP,17207,SNSI,BZA,N,N,N,Y,N,N,N,17:10,SAINAGAR SHIRDI,VIJAYAWADA JN,15:15,2.0,1126.0
538,538,JUC NDLS EXPRES,14682,JUC,NDLS,Y,Y,Y,Y,Y,Y,Y,04:10,JALANDHAR CITY,NEW DELHI,12:55,1.0,439.0
539,539,FARKKA EXPRESS,13414,DLI,MLDT,N,Y,N,Y,N,N,Y,21:40,DELHI,MALDA TOWN,07:05,3.0,1418.0
540,540,HWH MKA PAS,53049,HWH,MKA,Y,Y,Y,Y,Y,Y,Y,23:10,HOWRAH JN,MOKAMEH JN,12:05,2.0,455.0
541,541,KAKATIYA  F  PAS,57625,SC,MUGR,Y,Y,Y,Y,Y,Y,Y,18:40,SECUNDERABAD JN,MANUGURU,04:15,2.0,331.0
542,542,HUMSAFAR SF,22318,JAT,SDAH,N,N,N,Y,N,N,N,07:25,JAMMU TAWI,SEALDAH,18:05,2.0,1938.0
543,543,BUBNESWR RJDHNI,20818,NDLS,BBS,Y,N,N,N,N,N,N,17:05,NEW DELHI,BHUBANESWAR,20:05,2.0,1898.0
544,544,NORTH EAST EXP,12506,ANVT,GHY,Y,Y,Y,Y,Y,Y,Y,06:45,ANAND VIHAR TRM,KAMAKHYA,16:25,2.0,1855.0
545,545,BSP CHRM PASS,58219,BSP,CHRM,Y,Y,Y,Y,Y,Y,Y,23:00,BILASPUR JN,CHIRMIRI,07:50,2.0,238.0
546,546,SHRAM SHKTI EXP,12452,NDLS,CNB,Y,Y,Y,Y,Y,Y,Y,23:55,NEW DELHI,KANPUR CENTRAL,06:30,2.0,440.0
547,547,LTT BSB SUV SPL,82101,LTT,BSB,N,Y,N,N,N,N,N,00:45,LOKMANYATILAK T,VARANASI JN,05:40,2.0,1496.0
548,548,MRJ BGM PASSENGR,51461,MRJ,BGM,Y,Y,Y,Y,Y,Y,Y,09:50,MIRAJ JN,BELAGAVI,13:15,1.0,138.0
549,549,SHIRDI EXPRESS,22601,MAS,SNSI,N,N,N,Y,N,N,N,10:10,MGR CHENNAI CTL,SAINAGAR SHIRDI,11:30,2.0,1392.0
550,550,LOK NAYAK EXP,15116,DLI,CPR,Y,N,N,N,N,N,N,14:00,DELHI,CHHAPRA,13:20,2.0,1000.0
551,551,SADHBHAWNA EXP,14016,ANVT,RXL,Y,N,N,N,N,Y,N,16:25,ANAND VIHAR TRM,RAXAUL JN,22:10,2.0,1229.0
552,552,BSB ANVT G RATH,22407,BSB,ANVT,Y,N,Y,N,Y,N,N,19:30,VARANASI JN,ANAND VIHAR TRM,09:35,2.0,781.0
553,553,INDB JBP EXP,22191,INDB,JBP,Y,Y,Y,Y,Y,Y,Y,18:40,INDORE JN BG,JABALPUR,04:40,2.0,555.0
554,554,NRKR KCG EXP,17642,NRKR,KCG,Y,Y,N,Y,Y,Y,Y,04:30,NARKHER,KACHEGUDA,20:15,1.0,731.0
555,555,ADI YPR EXPRESS,16501,ADI,YPR,N,N,Y,N,N,N,N,18:40,AHMEDABAD JN,YESVANTPUR JN,04:20,3.0,1796.0
556,556,MALGUDI EXP,16023,MYS,YNK,Y,Y,Y,Y,Y,Y,Y,08:25,MYSURU JN,YELHANKA JN,12:00,1.0,157.0
557,557,VSKP SWRN J EXP,12804,NZM,VSKP,Y,N,N,Y,N,N,N,05:50,H NIZAMUDDIN,VISAKHAPATNAM,17:30,2.0,2095.0
558,558,BANGALORE PASSR,56263,MYS,SBC,Y,Y,Y,Y,Y,Y,Y,23:55,MYSURU JN,KSR BENGALURU,04:15,2.0,139.0
559,559,PANDIAN EXP,12638,MDU,MS,Y,Y,Y,Y,Y,Y,Y,20:40,MADURAI JN,CHENNAI EGMORE,04:55,2.0,497.0
560,560,CDG MDU SF EXP,22688,CDG,MDU,N,Y,N,N,N,Y,N,07:55,CHANDIGARH,MADURAI JN,12:45,3.0,3108.0
561,561,PBR SC EXPRESS,19202,PBR,SC,N,N,Y,N,N,N,N,00:40,PORBANDAR,SECUNDERABAD JN,10:30,2.0,1694.0
562,562,BSP TATA PASS,58114,BSP,TATA,Y,Y,Y,Y,Y,Y,Y,19:20,BILASPUR JN,TATANAGAR JN,09:50,2.0,471.0
563,563,JAT BDTS AC SPL,09022,JAT,BDTS,N,N,N,Y,N,N,N,02:30,JAMMU TAWI,BANDRA TERMINUS,10:20,2.0,1950.0
564,564,BANGALORE MAIL,12657,MAS,SBC,Y,Y,Y,Y,Y,Y,Y,23:15,MGR CHENNAI CTL,KSR BENGALURU,05:10,2.0,362.0
565,565,PURI SBP INT EXP,18304,PURI,SBP,Y,Y,Y,Y,Y,Y,Y,16:05,PURI,SAMBALPUR,22:30,1.0,342.0
566,566,KACHEGUDA EXP,17616,MDU,KCG,Y,N,N,N,N,N,N,12:50,MADURAI JN,KACHEGUDA,14:00,2.0,1293.0
567,567,M P SMPRK KRNTI,12121,JBP,NZM,Y,N,N,Y,N,Y,N,19:10,JABALPUR,H NIZAMUDDIN,09:05,2.0,909.0
568,568,JANSHATABDI EXP,12079,SBC,UBL,Y,Y,Y,Y,Y,Y,Y,06:00,KSR BENGALURU,HUBBALLI JN,13:25,1.0,470.0
569,569,LJN BPL G RATH,12593,LJN,BPL,N,N,N,N,N,N,Y,22:45,LUCKNOW NE,BHOPAL  JN,09:35,2.0,585.0
570,570,LACHIT EXPRESS,15614,MZS,KYQ,Y,Y,Y,Y,Y,Y,Y,19:15,MURKONGSELEK,KAMAKHYA,07:05,2.0,491.0
571,571,JU SBC EXPRESS,16533,JU,SBC,N,N,N,Y,N,N,N,05:28,BHAGAT KI KOTHI,KSR BENGALURU,04:45,3.0,2204.0
572,572,AHMEDABAD EXP,11050,KOP,ADI,N,N,N,N,N,N,Y,12:20,C SHAHUMHARAJ T,AHMEDABAD JN,07:45,2.0,961.0
573,573,LJN BDTS EXP,19022,LJN,BDTS,Y,N,N,N,N,N,N,23:35,LUCKNOW NE,BANDRA TERMINUS,08:00,3.0,1687.0
574,574,DECCAN EXPRESS,11008,PUNE,CSMT,Y,Y,Y,Y,Y,Y,Y,15:15,PUNE JN,C SHIVAJI MAH T,19:17,1.0,192.0
575,575,REWA DADN EXP,11703,REWA,DADN,Y,N,Y,N,Y,N,N,23:10,REWA,DR AMBEDKAR NGR,16:05,2.0,833.0
576,576,TATA   KCG  SPL,07439,TATA,KCG,N,N,Y,N,N,N,N,22:50,TATANAGAR JN,KACHEGUDA,05:00,3.0,1545.0
577,577,LUCKNOW MAIL,12229,LJN,NDLS,Y,Y,Y,Y,Y,Y,Y,22:00,LUCKNOW NE,NEW DELHI,06:50,2.0,493.0
578,578,BSB GD INTERCITY,14213,BSB,GD,Y,Y,Y,Y,Y,Y,Y,14:15,VARANASI JN,GONDA JN,20:15,1.0,256.0
579,579,CHAMUNDI EXPRES,16216,SBC,MYS,Y,Y,Y,Y,Y,Y,Y,18:15,KSR BENGALURU,MYSURU JN,21:05,1.0,139.0
580,580,PUNE ADI DURONTO,12298,PUNE,ADI,N,Y,N,N,Y,N,Y,21:35,PUNE JN,AHMEDABAD JN,06:30,2.0,635.0
581,581,PINAKINI EXP,12711,BZA,MAS,Y,Y,Y,Y,Y,Y,Y,06:00,VIJAYAWADA JN,MGR CHENNAI CTL,13:00,1.0,431.0
582,582,HIRAKHAND EXP,18448,JDB,BBS,Y,Y,Y,Y,Y,Y,Y,14:30,JAGDALPUR,BHUBANESWAR,08:35,2.0,785.0
583,583,AMI TPTY SUP EXP,12766,AMI,TPTY,N,Y,N,N,Y,N,N,06:45,AMRAVATI,TIRUPATI,06:40,2.0,1307.0
584,584,KCG YPR EXP,16570,KCG,YPR,N,N,Y,N,Y,N,Y,14:00,KACHEGUDA,YESVANTPUR JN,03:30,2.0,610.0
585,585,ANVT HWH YUVA,12250,ANVT,HWH,Y,N,N,N,N,N,N,19:50,ANAND VIHAR TRM,HOWRAH JN,12:50,2.0,1434.0
586,586,MAVELI EXPRESS,16603,MAQ,TVC,Y,Y,Y,Y,Y,Y,Y,17:45,MANGALURU CNTL,TRIVANDRUM CNTL,07:55,2.0,619.0
587,587,PDY CAPE EXPRESS,16861,PDY,CAPE,N,N,N,N,Y,N,N,11:45,PUDUCHERRY,KANYAKUMARI,03:15,2.0,699.0
588,588,HYB KCVL SPL,07115,HYB,KCVL,N,N,N,N,N,N,Y,21:00,HYDERABAD DECAN,KOCHUVELI,03:20,3.0,1561.0
589,589,MUMBAI EXPRESS,16332,TVC,CSMT,N,N,N,N,N,N,Y,04:25,TRIVANDRUM CNTL,C SHIVAJI MAH T,20:50,2.0,1959.0
590,590,APDJ HWH SPECIAL,03060,APDJ,HWH,N,N,N,Y,N,N,N,19:00,ALIPUR DUAR JN,HOWRAH JN,11:40,2.0,732.0
591,591,MYSORE EXPRESS,22682,MAS,MYS,N,N,N,N,Y,N,N,23:30,MGR CHENNAI CTL,MYSURU JN,08:10,2.0,500.0
592,592,TAMIL NADU EXP,12622,NDLS,MAS,Y,Y,Y,Y,Y,Y,Y,22:30,NEW DELHI,MGR CHENNAI CTL,07:10,3.0,2182.0
593,593,KANCHANJANGA EXP,13175,SDAH,SCL,N,Y,N,Y,N,N,Y,06:35,SEALDAH,SILCHAR,16:15,2.0,1355.0
594,594,U A TOOFAN EXP,13008,SGNR,HWH,Y,Y,Y,Y,Y,Y,Y,21:00,SHRI GANGANAGAR,KALKA,05:50,2.0,433.0
595,595,ST MALDA TOWN EX,13426,ST,MLDT,N,Y,N,N,N,N,N,12:50,SURAT,MALDA TOWN,06:30,3.0,2134.0
596,596,JAMMU AII EXP,12414,JAT,AII,Y,Y,Y,Y,Y,Y,Y,18:10,JAMMU TAWI,AJMER JN,12:20,2.0,1017.0
597,597,GKP HUMSFAR,12572,ANVT,GKP,Y,Y,N,N,Y,N,Y,20:00,ANAND VIHAR TRM,GORAKHPUR JN,09:35,2.0,838.0
598,598,BBS DURONTO EXP,12281,BBS,NDLS,N,N,N,Y,N,N,N,07:35,BHUBANESWAR,NEW DELHI,06:15,2.0,1750.0
599,599,BPL JAIPUR EXP,19712,BPL,JP,Y,Y,Y,Y,Y,Y,Y,16:50,BHOPAL  JN,JAIPUR,09:30,2.0,790.0
600,600,MAHAKOSHAL EXP,12190,NZM,JBP,Y,Y,Y,Y,Y,Y,Y,16:05,H NIZAMUDDIN,JABALPUR,09:35,2.0,961.0
601,601,HUMSAFAR EXP,22888,YPR,HWH,N,N,N,N,Y,N,N,09:55,YESVANTPUR JN,HOWRAH JN,18:30,2.0,1962.0
602,602,NED PNVL EXP,17614,NED,PNVL,Y,Y,Y,Y,Y,Y,N,17:30,H SAHIB NANDED,PANVEL,09:00,2.0,677.0
603,603,KOLKATA EXP,13152,JAT,KOAA,Y,Y,Y,Y,Y,Y,Y,18:55,JAMMU TAWI,KOLKATA,15:45,3.0,1981.0
604,604,BARAK BP EXPRES,15944,DBRG,SCL,N,Y,N,N,N,N,N,19:00,DIBRUGARH,SILCHAR,08:40,2.0,525.0
605,605,PURBANCHAL EXP,15047,KOAA,GKP,N,Y,Y,N,Y,N,Y,14:30,KOLKATA,GORAKHPUR JN,07:45,2.0,859.0
606,606,CHITRAKUT EXP,15206,JBP,LJN,Y,Y,Y,Y,Y,Y,Y,20:40,JABALPUR,LUCKNOW NE,09:30,2.0,584.0
607,607,S KRANTI SUP EX,12393,RJPB,NDLS,Y,Y,Y,Y,Y,Y,Y,17:35,RAJENDRANAGAR T,NEW DELHI,07:50,2.0,1001.0
608,608,BGP SURAT SF EXP,22948,BGP,ST,N,Y,N,N,Y,N,N,09:25,BHAGALPUR,SURAT,18:40,2.0,1831.0
609,609,YPR KCG EXP,16569,YPR,KCG,N,Y,N,Y,N,Y,N,14:30,YESVANTPUR JN,KACHEGUDA,03:30,2.0,622.0
610,610,MS TN LINK EXP,16129,MS,TN,Y,Y,Y,Y,Y,Y,Y,08:15,CHENNAI EGMORE,TUTICORIN,20:30,1.0,656.0
611,611,SC GHY EXP,12513,SC,GHY,Y,N,N,N,N,N,N,07:30,SECUNDERABAD JN,GUWAHATI,06:00,3.0,2549.0
612,612,GOUR EXPRESS,13153,SDAH,MLDT,Y,Y,Y,Y,Y,Y,Y,22:15,SEALDAH,BALURGHAT,10:00,2.0,454.0
613,613,TIRHUT EXPRESS,13157,KOAA,MFP,N,N,Y,N,N,N,N,20:55,KOLKATA,MUZAFFARPUR JN,09:15,2.0,566.0
614,614,AII MYS EXPRESS,16209,AII,MYS,Y,N,N,N,N,Y,N,05:30,AJMER JN,MYSURU JN,06:00,3.0,2290.0
615,615,JP SC EXP,19713,JP,SC,N,N,N,N,N,N,Y,21:05,JAIPUR,SECUNDERABAD JN,07:30,3.0,1732.0
616,616,SVDK GCT EXP,14612,SVDK,GCT,N,N,N,N,Y,N,N,05:40,SHMATA VD KATRA,GHAZIPUR CITY,06:30,2.0,1393.0
617,617,AMRITSAR SHTBDI,12013,NDLS,ASR,Y,Y,Y,Y,Y,Y,Y,16:30,NEW DELHI,AMRITSAR JN,22:30,1.0,448.0
618,618,PURI TPTY EXP,17479,PURI,TPTY,Y,Y,N,Y,Y,Y,N,13:15,PURI,TIRUPATI,16:20,2.0,1231.0
619,619,KAVERI EXPRESS,16022,MYS,MAS,Y,Y,Y,Y,Y,Y,Y,21:00,MYSURU JN,MGR CHENNAI CTL,07:00,2.0,500.0
620,620,MANDOVI EXPRESS,10104,MAO,CSMT,Y,Y,Y,Y,Y,Y,Y,09:15,MADGAON,C SHIVAJI MAH T,21:40,1.0,765.0
621,621,HIMALYAN QUEEN,52455,KLK,SML,Y,Y,Y,Y,Y,Y,Y,12:10,KALKA,SIMLA,17:30,1.0,96.0
622,622,SAKET EXPRESS,11068,FD,LTT,Y,N,N,N,Y,N,N,15:35,FAIZABAD JN,LOKMANYATILAK T,21:30,2.0,1505.0
623,623,CPR MTJ S F EXP,22531,CPR,MTJ,N,Y,N,Y,N,Y,N,05:30,CHHAPRA,MATHURA JN,21:30,1.0,881.0
624,624,CHAMPRN SATYGRH,14009,BMKI,ANVT,Y,N,N,N,N,N,N,21:00,BAPUDM MOTIHARI,ANAND VIHAR TRM,18:15,2.0,967.0
625,625,LKO BSB INTRCITY,14204,LKO,BSB,Y,Y,Y,Y,Y,Y,Y,07:00,LUCKNOW NR,VARANASI JN,13:30,1.0,302.0
626,626,PALLAVAN EXP,12605,MS,KKDI,Y,Y,Y,Y,Y,Y,Y,15:45,CHENNAI EGMORE,KARAIKKUDI JN,23:00,1.0,426.0
627,627,DHN PNBE EXPRES,13331,DHN,PNBE,N,Y,Y,Y,Y,Y,Y,08:10,DHANBAD JN,PATNA JN,18:30,1.0,373.0
628,628,GIMB INDB EXP,19335,GIMB,INDB,N,Y,N,N,N,N,N,17:40,GANDHIDHAM BG,INDORE JN BG,11:05,2.0,807.0
629,629,PPTA LJN SF EXP,12529,PPTA,LJN,N,Y,Y,Y,N,Y,Y,15:50,PATLIPUTRA,LUCKNOW NE,02:35,2.0,522.0
630,630,KALINDI EXPRESS,14723,CNB,BNW,Y,Y,Y,Y,Y,Y,Y,17:25,KANPUR CENTRAL,BHIWANI,09:25,2.0,605.0
631,631,MUV RMM EXP,15120,MUV,RMM,Y,N,N,N,N,N,N,21:00,MANDUADIH,RAMESWARAM,00:45,4.0,2791.0
632,632,LALMATI EXPRESS,12865,HWH,PRR,N,N,Y,N,N,N,Y,08:30,HOWRAH JN,PURULIA JN,14:10,1.0,340.0
633,633,AWB RU EXPRESS,17621,AWB,RU,N,N,N,N,N,Y,N,20:50,AURANGABAD,RENIGUNTA JN,20:05,2.0,1159.0
634,634,BIDR KOP EXP,11415,BIDR,KOP,N,N,N,N,Y,N,N,11:45,BIDAR,C SHAHUMHARAJ T,00:35,2.0,537.0
635,635,BIDR YPR EXP,16572,BIDR,YPR,N,Y,Y,Y,N,Y,N,18:05,BIDAR,YESVANTPUR JN,07:40,2.0,707.0
636,636,HAPA BSP EXPRESS,22939,HAPA,BSP,N,N,Y,N,N,N,N,22:25,HAPA,BILASPUR JN,04:40,3.0,1692.0
637,637,SDAH  ANVT EXP,13119,SDAH,ANVT,Y,N,N,N,Y,N,N,21:15,SEALDAH,ANAND VIHAR TRM,11:05,3.0,1633.0
638,638,PURI HWH EXPRESS,12896,PURI,HWH,N,N,N,N,Y,N,N,22:10,PURI,HOWRAH JN,07:05,2.0,502.0
639,639,OKHA BSB EXPRESS,22969,OKHA,BSB,N,N,N,N,Y,N,N,13:45,OKHA,VARANASI JN,02:50,3.0,2041.0
640,640,PADATIK EXPRESS,12378,NOQ,SDAH,Y,Y,Y,Y,Y,Y,Y,17:45,NEW ALIPURDUAR,SEALDAH,06:45,2.0,713.0
641,641,BHUJ SHM EXP,22829,BHUJ,SHM,N,N,Y,N,N,N,N,14:20,BHUJ,SHALIMAR,10:00,3.0,2434.0
642,642,YPR KAWR EXPRES,16515,YPR,KAWR,N,Y,N,Y,N,Y,N,07:10,YESVANTPUR JN,KARWAR,23:00,1.0,761.0
643,643,SABARMATI EXP,19166,DBG,ADI,N,Y,N,Y,N,N,Y,04:35,DARBHANGA JN,AHMEDABAD JN,03:45,3.0,1946.0
644,644,VISWAVARATI PASS,53047,HWH,RPH,Y,Y,Y,Y,Y,Y,Y,16:35,HOWRAH JN,RAMPUR HAT,21:25,1.0,219.0
645,645,UJJAIYANI EXP,14310,DDN,UJN,N,N,Y,Y,N,N,N,05:50,DEHRADUN,UJJAIN JN,09:05,2.0,1245.0
