,Unnamed: 0,trainName,trainNumber,stationFrom,stationTo,trainRunsOnSun,trainRunsOnMon,trainRunsOnTue,trainRunsOnWed,trainRunsOnThu,trainRunsOnFri,trainRunsOnSat,from_DepartureTime,from_StationName,to_StationName,to_ArrivalTime,dayCount,totalDistance
2366,2366,SNSI VSKP EXP,18504,SNSI,VSKP,N,N,N,N,N,Y,N,19:10,SAINAGAR SHIRDI,VISAKHAPATNAM,22:10,2.0,1404.0
2367,2367,MANWAR SANGM EXP,14232,BST,PYG,N,Y,Y,Y,N,Y,Y,13:20,BASTI,PRAYAG GHAT,20:40,1.0,260.0
2368,2368,TSK NHLN EXP,15911,TSK,NHLN,N,N,N,N,Y,N,N,18:45,TINSUKIA JN,NAHARLAGUN,00:10,2.0,225.0
2369,2369,REWA BSP EXPRESS,18248,REWA,BSP,Y,Y,Y,Y,Y,Y,Y,22:05,REWA,BILASPUR JN,09:45,2.0,467.0
2370,2370,AKAL TAKHT EXP,12317,KOAA,ASR,Y,N,N,Y,N,N,N,07:40,KOLKATA,AMRITSAR JN,17:20,2.0,1894.0
2371,2371,PNBE KOTA EXP,13237,PNBE,KOTA,Y,N,Y,N,N,N,Y,11:30,PATNA JN,KOTA JN,12:55,2.0,1262.0
2372,2372,MUSSOORIE EXP,14042,DDN,DLI,Y,Y,Y,Y,Y,Y,Y,21:25,DEHRADUN,DELHI,07:25,2.0,335.0
2373,2373,TPTY CBE  EXP,22615,TPTY,CBE,N,Y,N,Y,Y,N,Y,14:50,TIRUPATI,COIMBATORE JN,22:40,1.0,472.0
2374,2374,NANDAN KANAN EX,12816,ANVT,PURI,N,Y,N,Y,Y,N,Y,06:30,ANAND VIHAR TRM,PURI,12:05,2.0,1785.0
2375,2375,MANWAR SANGM EXP,14118,BST,PYG,N,Y,Y,Y,N,Y,Y,13:20,BASTI,PRAYAG GHAT,20:40,1.0,260.0
2376,2376,VSKP NED SF EXP,20811,VSKP,NED,N,N,Y,Y,N,N,Y,20:45,VISAKHAPATNAM,H SAHIB NANDED,14:20,2.0,971.0
2377,2377,CHRM REWA F PGR,51754,CHRM,REWA,Y,Y,Y,Y,Y,Y,Y,15:00,CHIRMIRI,REWA,04:40,2.0,402.0
2378,2378,SEVEN HILLS EXP,12770,SC,TPTY,N,N,Y,N,N,Y,N,17:40,SECUNDERABAD JN,TIRUPATI,06:35,2.0,712.0
2379,2379,GUJARAT EXPRESS,22953,MMCT,ADI,Y,Y,Y,Y,Y,Y,Y,05:45,MUMBAI CENTRAL,AHMEDABAD JN,14:40,1.0,491.0
2380,2380,KALKA SHTBDI,12011,NDLS,KLK,Y,Y,Y,Y,Y,Y,Y,07:40,NEW DELHI,KALKA,11:45,1.0,303.0
2381,2381,AJNI HUMSAFAR SF,22139,PUNE,AJNI,N,N,N,N,N,N,Y,22:00,PUNE JN,AJNI,13:15,2.0,886.0
2382,2382,NDLS RNC RAJ EXP,20840,NDLS,RNC,N,Y,N,N,N,Y,N,16:00,NEW DELHI,RANCHI,09:00,2.0,1305.0
2383,2383,CHENNAI EXP,12686,MAQ,MAS,Y,Y,Y,Y,Y,Y,Y,16:15,MANGALURU CNTL,MGR CHENNAI CTL,08:00,2.0,889.0
2384,2384,TAPASWINI EXPRES,18451,HTE,PURI,Y,Y,Y,Y,Y,Y,Y,15:55,HATIA,PURI,07:35,2.0,691.0
2385,2385,VSG TPTY EXP,17420,VSG,TPTY,N,N,N,N,N,Y,N,09:00,VASCO DA GAMA,TIRUPATI,03:50,2.0,815.0
2386,2386,CSMT ALD SPL,04116,CSMT,ALD,Y,N,N,N,N,N,N,16:40,C SHIVAJI MAH T,ALLAHABAD JN,17:25,2.0,1363.0
2387,2387,HWH MUMBAI MAIL,12810,HWH,CSMT,Y,Y,Y,Y,Y,Y,Y,20:00,HOWRAH JN,C SHIVAJI MAH T,05:20,3.0,1968.0
2388,2388,DURG ABKP EX PAS,18241,DURG,ABKP,Y,Y,Y,Y,Y,Y,Y,21:00,DURG,CHIRMIRI,07:50,2.0,381.0
2389,2389,BE LTT EXPRESS,14314,BE,LTT,N,N,N,N,N,N,Y,11:10,BAREILLY,LOKMANYATILAK T,20:00,2.0,1606.0
2390,2390,DMR AGTL PASS,55676,DMR,AGTL,Y,Y,Y,Y,Y,Y,Y,05:45,DHARMANAGAR,AGARTALA,09:45,1.0,140.0
2391,2391,JAT DURG SF EXP,12550,JAT,DURG,N,N,N,N,Y,N,N,05:00,JAMMU TAWI,DURG,14:20,2.0,1873.0
2392,2392,NJP MAS EXPRESS,22612,NJP,MAS,N,N,N,N,N,Y,N,21:10,NEW JALPAIGURI,MGR CHENNAI CTL,14:55,3.0,2296.0
2393,2393,AMBIKAPUR EXPRES,11265,JBP,ABKP,Y,Y,Y,Y,Y,Y,Y,14:00,JABALPUR,AMBIKAPUR,23:00,1.0,432.0
2394,2394,RANAKPUR EXPRES,14707,BKN,BDTS,Y,Y,Y,Y,Y,Y,Y,09:30,BIKANER JN,BANDRA TERMINUS,09:40,2.0,1213.0
2395,2395,NTV DURG EXP,18202,NTV,DURG,Y,N,N,N,N,Y,N,11:15,NAUTANWA,DURG,14:20,2.0,1204.0
2396,2396,VSKP  KRDL  PASS,58501,VSKP,KRDL,Y,Y,Y,Y,Y,Y,Y,06:50,VISAKHAPATNAM,KIRANDUL,20:45,1.0,472.0
2397,2397,KARNATAKA EXP,12628,NDLS,SBC,Y,Y,Y,Y,Y,Y,Y,21:15,NEW DELHI,KSR BENGALURU,13:40,3.0,2406.0
2398,2398,YPR TATA EXP,12890,YPR,TATA,N,Y,N,N,N,N,N,08:30,YESVANTPUR JN,TATANAGAR JN,19:00,2.0,1901.0
2399,2399,KARNAVATI EXP,12933,MMCT,ADI,Y,Y,Y,Y,Y,Y,Y,13:40,MUMBAI CENTRAL,AHMEDABAD JN,21:25,1.0,491.0
2400,2400,ASR CNB SUP,22446,ASR,CNB,N,N,Y,N,N,N,N,12:35,AMRITSAR JN,KANPUR CENTRAL,04:50,2.0,898.0
2401,2401,ADI AGC SF EXP,12548,ADI,AGC,Y,Y,N,Y,Y,N,N,16:55,AHMEDABAD JN,AGRA CANTT,08:20,2.0,866.0
2402,2402,AJMER SHTBDI,12016,DOZ,NDLS,Y,Y,Y,Y,Y,Y,Y,15:15,DAURAI,NEW DELHI,22:40,1.0,450.0
2403,2403,TAPOVAN EXP,17618,NED,CSMT,Y,Y,Y,Y,Y,Y,Y,10:05,H SAHIB NANDED,C SHIVAJI MAH T,21:50,1.0,610.0
2404,2404,ANVT HUMSAFAR,12595,GKP,ANVT,N,Y,Y,N,Y,N,N,20:00,GORAKHPUR JN,ANAND VIHAR TRM,08:50,2.0,771.0
2405,2405,BHAGALPUR EXP,12336,LTT,BGP,Y,N,Y,N,Y,N,N,08:05,LOKMANYATILAK T,BHAGALPUR,18:30,2.0,1916.0
2406,2406,SANTINIKATANEXP,12337,HWH,BHP,Y,Y,Y,Y,Y,Y,Y,10:10,HOWRAH JN,BOLPUR S NIKTN,12:30,1.0,146.0
2407,2407,DBRG CDG EXPRESS,15903,DBRG,CDG,N,Y,N,N,N,Y,N,07:00,DIBRUGARH,CHANDIGARH,13:15,3.0,2661.0
2408,2408,SAMTA EXPRESS,12808,NZM,VSKP,N,Y,Y,N,Y,Y,Y,08:35,H NIZAMUDDIN,VISAKHAPATNAM,18:10,2.0,1910.0
2409,2409,HW BL SUP EXP,12912,HW,BL,N,N,N,Y,N,N,N,18:30,HARIDWAR JN,VALSAD,18:20,2.0,1433.0
2410,2410,KOP SOLAPUR EXP,11052,KOP,SUR,Y,Y,Y,Y,Y,Y,Y,23:55,C SHAHUMHARAJ T,SOLAPUR JN,07:35,2.0,315.0
2411,2411,INTERCITY EXP,13465,HWH,MLDT,Y,Y,Y,Y,Y,Y,Y,15:15,HOWRAH JN,MALDA TOWN,22:30,1.0,331.0
2412,2412,GANGA SAGAR EXP,13186,JYG,SDAH,Y,Y,Y,Y,Y,Y,Y,16:00,JAYNAGAR,SEALDAH,07:00,2.0,624.0
2413,2413,JAN SHATABDI EX,12051,DR,MAO,Y,Y,Y,Y,Y,Y,Y,05:25,DADAR,MADGAON,14:10,1.0,757.0
2414,2414,LJN MMCT SUVIDHA,82908,LJN,MMCT,N,N,N,N,N,Y,N,22:35,LUCKNOW NE,MUMBAI CENTRAL,23:00,2.0,1517.0
2415,2415,PURI LTT SF EXP,22866,PURI,LTT,N,N,Y,N,N,N,N,05:25,PURI,LOKMANYATILAK T,13:35,2.0,1850.0
2416,2416,KOAA NLDM EXP,12325,KOAA,NLDM,N,N,N,N,Y,N,N,07:40,KOLKATA,NANGAL DAM,16:00,2.0,1803.0
2417,2417,PDY BBS EXPRESS,12897,PDY,BBS,N,N,N,Y,N,N,N,18:40,PUDUCHERRY,BHUBANESWAR,18:55,2.0,1423.0
2418,2418,LTT NZM AC EXP,22109,LTT,NZM,N,N,Y,N,N,N,N,14:30,LOKMANYATILAK T,H NIZAMUDDIN,10:25,2.0,1528.0
2419,2419,MTJ CPR SF EXP,22532,MTJ,CPR,N,Y,N,Y,N,Y,N,23:50,MATHURA JN,CHHAPRA,15:55,2.0,881.0
2420,2420,KOTA JANSHTBDI,12060,NZM,KOTA,Y,Y,Y,Y,Y,Y,Y,13:15,H NIZAMUDDIN,KOTA JN,20:00,1.0,458.0
2421,2421,BHOPAL SHTBDI,12002,NDLS,HBJ,Y,Y,Y,Y,Y,Y,Y,06:00,NEW DELHI,HABIBGANJ,14:25,1.0,707.0
2422,2422,KHARAGPUR EXP,22604,VM,KGP,N,N,Y,N,N,N,N,11:40,VILLUPURAM JN,KHARAGPUR JN,19:25,2.0,1767.0
2423,2423,HSR ASR PSNGR,54601,HSR,ASR,Y,Y,Y,Y,Y,Y,Y,00:40,HISAR,AMRITSAR JN,10:00,1.0,346.0
2424,2424,MANGALOREEXP,16565,YPR,MAQ,Y,N,N,N,N,N,N,23:55,YESVANTPUR JN,MANGALURU CNTL,17:45,2.0,846.0
2425,2425,REWANCHAL EXP,12186,REWA,HBJ,Y,Y,Y,Y,Y,Y,Y,20:05,REWA,HABIBGANJ,06:05,2.0,555.0
2426,2426,ERNAKULAM EXP,16306,CAN,ERS,Y,Y,Y,Y,Y,Y,Y,14:35,KANNUR,ERNAKULAM JN,21:00,1.0,283.0
2427,2427,MARUDHAR EXPRES,14866,JU,BSB,N,N,N,Y,N,N,N,09:30,JODHPUR JN,VARANASI JN,08:50,2.0,1181.0
2428,2428,SGNR HUMSAFAR SF,22498,TPJ,SGNR,N,N,N,N,N,Y,N,04:45,TIRUCHCHIRAPALI,SHRI GANGANAGAR,13:40,3.0,3123.0
2430,2430,INDORE GIMB EXP,19336,INDB,GIMB,Y,N,N,N,N,N,N,22:25,INDORE JN BG,GANDHIDHAM BG,14:10,2.0,807.0
2431,2431,GCT KOAA EXP,13122,GCT,KOAA,N,Y,N,N,N,N,N,14:10,GHAZIPUR CITY,KOLKATA,05:15,2.0,741.0
2432,2432,SABARMATI EXP,19165,ADI,DBG,Y,N,N,Y,N,Y,N,20:50,AHMEDABAD JN,DARBHANGA JN,19:15,3.0,1946.0
2433,2433,INDB PUNE EXP,19312,INDB,PUNE,N,N,Y,N,N,N,Y,16:50,INDORE JN BG,PUNE JN,12:25,2.0,969.0
2434,2434,MYSORE EXPRESS,16231,MV,MYS,Y,Y,Y,Y,Y,Y,Y,17:50,MAYILADUTURAI J,MYSURU JN,08:30,2.0,680.0
2435,2435,ERNAKULAM EXP,12677,SBC,ERS,Y,Y,Y,Y,Y,Y,Y,06:15,KSR BENGALURU,ERNAKULAM JN,16:55,1.0,587.0
2436,2436,RTM GWALIOR EXP,11125,RTM,GWL,Y,Y,N,Y,Y,N,N,17:10,RATLAM JN,GWALIOR,07:47,2.0,681.0
2437,2437,BDTS PIT SF EXP,22935,BDTS,PIT,N,N,N,N,N,Y,N,15:25,BANDRA TERMINUS,PALITANA,05:30,2.0,785.0
2438,2438,PURI BKN EXPRESS,14710,PURI,BKN,N,N,N,Y,N,N,N,06:30,PURI,BIKANER JN,22:01,2.0,2094.0
2439,2439,GODAVARI EXP,12727,VSKP,HYB,Y,Y,Y,Y,Y,Y,Y,17:20,VISAKHAPATNAM,HYDERABAD DECAN,06:15,2.0,709.0
2440,2440,JOYRIDE STEAM,52594,DJ,DJRZ,Y,Y,Y,Y,Y,Y,Y,10:00,DARJEELING,TO DARJEELING,12:00,1.0,14.0
2441,2441,BBS EXPRESS,12894,BLGR,BBS,Y,Y,Y,Y,Y,Y,Y,14:30,BALANGIR,BHUBANESWAR,21:40,1.0,397.0
2442,2442,BBS BWIP LINK EX,18437,BBS,JNRD,Y,Y,Y,Y,Y,Y,Y,19:35,BHUBANESWAR,JUNAGARH ROAD,09:05,2.0,653.0
2443,2443,BE BHUJ EXP,14321,BE,BHUJ,Y,Y,N,Y,N,Y,N,06:35,BAREILLY,BHUJ,09:30,2.0,1410.0
2444,2444,BJU LTT SPL,02062,BJU,LTT,N,N,N,N,N,Y,N,21:10,BARAUNI JN,LOKMANYATILAK T,05:45,3.0,1800.0
2445,2445,GKP INTERCITY,12532,LJN,GKP,Y,Y,Y,Y,Y,Y,Y,16:05,LUCKNOW NE,GORAKHPUR JN,21:35,1.0,279.0
2446,2446,TIRUPATHI EXP,16053,MAS,TPTY,Y,Y,Y,Y,Y,Y,Y,14:15,MGR CHENNAI CTL,TIRUPATI,17:50,1.0,151.0
2447,2447,HWH BLGT EXP,13063,HWH,BLGT,N,Y,Y,N,N,N,N,07:50,HOWRAH JN,BALURGHAT,18:15,1.0,437.0
2448,2448,SALASAR SUP FAST,22422,JU,DEE,Y,Y,Y,Y,Y,Y,Y,11:15,JODHPUR JN,DELHI S ROHILLA,22:10,1.0,622.0
2449,2449,PNVL MADGAON SPL,00111,PNVL,MAO,N,Y,N,N,N,N,N,08:00,PANVEL,MADGAON,18:30,1.0,697.0
2450,2450,HW RMR EXP,15033,HW,RMR,Y,N,N,N,Y,N,Y,18:45,HARIDWAR JN,RAMNAGAR,23:35,1.0,245.0
2451,2451,MRJ SUR SFAST,22156,MRJ,SUR,Y,Y,Y,Y,Y,Y,Y,16:00,MIRAJ JN,SOLAPUR JN,20:50,1.0,268.0
2452,2452,MOUR DHWAJ EXP,12491,BJU,JAT,Y,N,N,N,N,N,N,05:00,BARAUNI JN,JAMMU TAWI,11:50,2.0,1613.0
2453,2453,NANDA DEVI EXP,12205,NDLS,DDN,Y,Y,Y,Y,Y,Y,Y,23:50,NEW DELHI,DEHRADUN,05:40,2.0,305.0
2454,2454,SHIPRA EXP,22912,HWH,INDB,N,Y,N,N,Y,N,Y,17:45,HOWRAH JN,INDORE JN BG,01:35,3.0,1736.0
2455,2455,BETWA EXPRESS,18204,CNB,DURG,N,Y,N,Y,N,N,N,18:20,KANPUR CENTRAL,DURG,13:10,2.0,882.0
2456,2456,BBS RMM EXPRESS,18496,BBS,RMM,N,N,N,N,N,Y,N,12:00,BHUBANESWAR,RAMESWARAM,23:00,2.0,1892.0
2457,2457,BZA BNC PASS,56504,BZA,BNC,Y,Y,Y,Y,Y,Y,Y,20:35,VIJAYAWADA JN,BENGALURU CANT,17:35,2.0,749.0
2458,2458,BANDHAN EXPRESS,13129,KOAA,KLNB,N,N,N,N,Y,N,N,07:10,KOLKATA,KHULNA,12:30,1.0,172.0
2459,2459,INTERCITY EXP,12466,JU,INDB,Y,Y,Y,Y,Y,Y,Y,05:55,JODHPUR JN,INDORE JN BG,22:30,1.0,911.0
2460,2460,SABARI EXPRESS,17229,TVC,HYB,Y,Y,Y,Y,Y,Y,Y,07:15,TRIVANDRUM CNTL,HYDERABAD DECAN,12:55,2.0,1568.0
2461,2461,MTM BIDR SF EXP,12749,MTM,BIDR,Y,Y,Y,Y,Y,Y,Y,20:35,MACHILIPATNAM,BIDAR,07:38,2.0,592.0
2462,2462,GUJARAT MAIL,12902,ADI,MMCT,Y,Y,Y,Y,Y,Y,Y,22:00,AHMEDABAD JN,MUMBAI CENTRAL,06:25,2.0,491.0
2463,2463,BKN INTERCITY,22472,DEE,BKN,Y,Y,Y,Y,Y,Y,Y,08:40,DELHI S ROHILLA,BIKANER JN,16:35,1.0,458.0
2464,2464,SNSI COA EXP,17205,SNSI,COA,Y,N,Y,N,Y,N,N,17:10,SAINAGAR SHIRDI,KAKINADA PORT,20:35,2.0,1339.0
2465,2465,SAKET LINK EXP,21068,RBL,LTT,Y,N,N,N,Y,N,N,16:15,RAE BARELI JN,LOKMANYATILAK T,21:30,2.0,1502.0
2466,2466,UBL YPR EXP,16544,UBL,YPR,N,N,N,N,N,N,Y,11:00,HUBBALLI JN,YESVANTPUR JN,20:20,1.0,464.0
2467,2467,COAL FIELD EXP,12339,HWH,DHN,Y,Y,Y,Y,Y,Y,Y,17:20,HOWRAH JN,DHANBAD JN,21:40,1.0,259.0
2468,2468,JAN SHATABDI EX,12067,GHY,JTTN,N,Y,Y,Y,Y,Y,Y,06:30,GUWAHATI,JORHAT TOWN,13:20,1.0,376.0
2469,2469,BASAVA EXPRESS,17308,BGK,MYS,Y,Y,Y,Y,Y,Y,Y,14:10,BAGALKOT,MYSURU JN,13:50,2.0,1004.0
2470,2470,CHITRAKUT  EXP,15205,LJN,JBP,Y,Y,Y,Y,Y,Y,Y,17:30,LUCKNOW NE,JABALPUR,07:10,2.0,584.0
2471,2471,MAHARASHTRA EXP,11039,KOP,G,Y,Y,Y,Y,Y,Y,Y,15:30,C SHAHUMHARAJ T,GORAKHPUR JN,19:10,3.0,2107.0
2472,2472,JSME KOAA PGS,53140,JSME,KOAA,Y,Y,Y,Y,Y,Y,Y,07:00,JASIDIH JN,KOLKATA,13:35,1.0,326.0
2473,2473,HASDEO EXPRESS,18804,R,KRBA,Y,Y,Y,N,N,N,N,18:05,RAIPUR JN,KORBA,22:00,1.0,201.0
2474,2474,HYB  BZA SPL,07257,HYB,BZA,N,Y,N,N,N,N,N,22:20,HYDERABAD DECAN,VIJAYAWADA JN,06:35,2.0,359.0
2475,2475,ADI PATNA SPL,09411,ADI,PNBE,N,Y,N,N,N,N,N,23:25,AHMEDABAD JN,PATNA JN,08:45,3.0,1741.0
2476,2476,TPTY SC EXP,12731,TPTY,SC,Y,N,N,N,Y,N,N,16:40,TIRUPATI,SECUNDERABAD JN,07:05,2.0,801.0
2477,2477,MFP YPR EXP,15228,MFP,YPR,N,Y,N,N,N,N,N,07:25,MUZAFFARPUR JN,YESVANTPUR JN,11:50,3.0,2726.0
2478,2478,LASHKAR EXPRESS,12161,LTT,AGC,N,N,N,N,N,Y,N,16:25,LOKMANYATILAK T,AGRA CANTT,13:15,2.0,1341.0
2479,2479,INTERCITY EXP,22609,MAQ,CBE,Y,Y,Y,Y,Y,Y,Y,11:45,MANGALURU CNTL,COIMBATORE JN,19:05,1.0,406.0
2480,2480,BRAHMPUTRA MAIL,14056,DLI,DBRG,Y,Y,Y,Y,Y,Y,Y,23:40,DELHI,DIBRUGARH,04:25,4.0,2588.0
2481,2481,ARONAI EXPRESS,12508,SCL,TVC,N,N,N,N,Y,N,N,20:05,SILCHAR,TRIVANDRUM CNTL,22:40,4.0,3930.0
2482,2482,FLYING RANEE,12921,MMCT,ST,Y,Y,Y,Y,Y,Y,Y,17:55,MUMBAI CENTRAL,SURAT,22:35,1.0,263.0
2483,2483,NIZAMUDDIN EXP,12645,ERS,NZM,N,N,N,N,N,N,Y,19:00,ERNAKULAM JN,H NIZAMUDDIN,17:10,3.0,2813.0
2484,2484,INDB RJPB EXP,19321,INDB,RJPB,N,N,N,N,N,N,Y,13:55,INDORE JN BG,RAJENDRANAGAR T,17:20,2.0,1402.0
2485,2485,LJN GARIB RATH,12594,BPL,LJN,Y,N,N,N,N,N,N,22:45,BHOPAL  JN,LUCKNOW NE,09:45,2.0,585.0
2486,2486,DBRG NDLS RAJEXP,20503,DBRG,NDLS,N,N,N,N,Y,N,N,19:50,DIBRUGARH,NEW DELHI,13:55,3.0,2453.0
2487,2487,JU JP SF EXP,22477,JU,JP,Y,Y,Y,Y,Y,Y,Y,16:10,JODHPUR JN,JAIPUR,21:15,1.0,313.0
2488,2488,BSL PUNE EXP,11025,BSL,PUNE,Y,Y,Y,Y,Y,Y,Y,00:25,BHUSAVAL JN,PUNE JN,12:05,1.0,548.0
2489,2489,JHARKHAND S J EX,12873,HTE,ANVT,N,Y,Y,N,Y,N,N,13:40,HATIA,ANAND VIHAR TRM,13:55,2.0,1334.0
2490,2490,JU SBC EXP,16507,JU,SBC,N,N,N,N,Y,N,Y,05:17,BHAGAT KI KOTHI,KSR BENGALURU,03:15,3.0,2116.0
2491,2491,ASR NGP AC EXP,22126,ASR,NGP,N,Y,N,N,N,N,N,04:10,AMRITSAR JN,NAGPUR,04:25,2.0,1537.0
2492,2492,LDH NDLS SHTBDI,12038,LDH,NDLS,Y,N,Y,Y,Y,Y,N,16:40,LUDHIANA JN,NEW DELHI,22:10,1.0,329.0
2493,2493,BDTS GARIB RATH,12910,NZM,BDTS,Y,N,N,Y,N,Y,N,15:35,H NIZAMUDDIN,BANDRA TERMINUS,08:10,2.0,1366.0
2494,2494,GRD LINK PAS EXP,53520,GRD,MDP,Y,Y,Y,Y,Y,Y,Y,22:10,GIRIDIH,PATNA JN,09:45,2.0,288.0
2495,2495,CHENNAI EXPRESS,12163,DR,MS,Y,Y,Y,Y,Y,Y,Y,20:30,DADAR,CHENNAI EGMORE,19:45,2.0,1281.0
2496,2496,JAT NED HUMSAFAR,12752,JAT,NED,Y,N,N,N,N,N,N,07:25,JAMMU TAWI,H SAHIB NANDED,20:45,2.0,2047.0
2497,2497,PA BILASPUR EXP,12850,PUNE,BSP,N,N,N,N,N,Y,N,17:40,PUNE JN,BILASPUR JN,16:50,2.0,1302.0
2498,2498,PUNJAB MAIL,12137,CSMT,FZR,Y,Y,Y,Y,Y,Y,Y,19:35,C SHIVAJI MAH T,FIROZPUR CANT,05:50,3.0,1936.0
2499,2499,PURI DURG EXP,18425,PURI,DURG,Y,Y,Y,Y,Y,Y,Y,18:30,PURI,DURG,11:55,2.0,795.0
2500,2500,CHENNAI EXP,12682,CBE,MAS,N,N,N,N,N,Y,N,23:30,COIMBATORE JN,MGR CHENNAI CTL,07:20,2.0,497.0
2501,2501,NZM LINK EXP,17305,UBL,NZM,Y,Y,Y,Y,Y,Y,Y,16:15,HUBBALLI JN,H NIZAMUDDIN,06:20,3.0,2153.0
2502,2502,PUNE NAGPUR EXP,12135,PUNE,NGP,Y,N,Y,N,Y,N,N,17:40,PUNE JN,NAGPUR,09:25,2.0,889.0
2503,2503,UBL BSB EXP,17323,UBL,BSB,N,N,N,N,N,Y,N,17:50,HUBBALLI JN,VARANASI JN,12:00,3.0,2033.0
2504,2504,TEN BILASPUR EX,22620,TEN,BSP,Y,N,N,N,N,N,N,01:15,TIRUNELVELI,BILASPUR JN,21:35,2.0,2505.0
2505,2505,CDG BDTS SF EXP,22452,CDG,BDTS,Y,N,N,Y,N,N,N,05:45,CHANDIGARH,BANDRA TERMINUS,09:20,2.0,1605.0
2506,2506,SEVEN HILLS EXP,12769,TPTY,SC,N,Y,N,N,N,Y,N,15:10,TIRUPATI,SECUNDERABAD JN,04:05,2.0,712.0
2507,2507,KCG CGL EXP,17652,KCG,CGL,Y,Y,Y,Y,Y,Y,Y,16:30,KACHEGUDA,CHENGALPATTU,09:00,2.0,829.0
2508,2508,BSB OKHA SF  EXP,22970,BSB,OKHA,N,N,N,N,N,N,Y,21:55,VARANASI JN,OKHA,08:50,3.0,2041.0
2509,2509,RMR AF SPECIAL,04192,RMR,AF,N,Y,N,Y,N,N,Y,19:36,LAL KUAN,AGRA FORT,05:00,2.0,440.0
2511,2511,LKU HWH EXP,12354,LKU,HWH,N,N,N,N,N,N,Y,19:20,LAL KUAN,HOWRAH JN,18:55,2.0,1298.0
2512,2512,JAMMU MAIL,14033,DLI,SVDK,Y,Y,Y,Y,Y,Y,Y,20:10,DELHI,SHMATA VD KATRA,11:05,2.0,654.0
2513,2513,LTT BIDR EXPRESS,11075,LTT,BIDR,N,N,Y,N,N,N,N,12:05,LOKMANYATILAK T,BIDAR,01:30,2.0,661.0
2514,2514,JAMNAGAR INTCITY,22959,ST,JAM,Y,N,Y,Y,Y,Y,Y,13:30,SURAT,JAMNAGAR,23:40,1.0,561.0
2515,2515,NED ASR SUP EXP,12421,NED,ASR,N,N,N,Y,N,N,N,11:00,H SAHIB NANDED,AMRITSAR JN,22:05,2.0,1947.0
2516,2516,ADI DEE  SPL,09413,ADI,DEE,N,N,N,N,N,N,Y,16:10,AHMEDABAD JN,DELHI S ROHILLA,06:50,2.0,929.0
2517,2517,DURG HUMSAFAR,22868,NZM,DURG,N,N,N,Y,N,N,Y,08:25,H NIZAMUDDIN,DURG,06:30,2.0,1275.0
2518,2518,DGHA PURI SUP EX,22889,DGHA,PURI,Y,N,N,N,N,N,N,17:15,DIGHA,PURI,03:20,2.0,549.0
2519,2519,BAGMATI EXPRESS,12577,DBG,MYS,N,N,Y,N,N,N,N,15:45,DARBHANGA JN,MYSURU JN,23:30,3.0,3047.0
2520,2520,SHM SBP SPL,08025,SHM,SBP,N,Y,N,Y,N,Y,N,21:55,SHALIMAR,SAMBALPUR,10:15,2.0,659.0
2521,2521,NGP BILASPUR EX,18240,NGP,BSP,Y,Y,Y,Y,Y,Y,Y,23:48,ITWARI,BILASPUR JN,07:00,2.0,413.0
2522,2522,JOYRIDE STEAM,52598,DJ,DJRZ,Y,Y,Y,Y,Y,Y,Y,16:05,DARJEELING,TO DARJEELING,18:05,1.0,14.0
2523,2523,LJN KGM EXP,15043,LJN,KGM,Y,Y,N,Y,Y,Y,N,23:25,LUCKNOW NE,KATHGODAM,08:10,2.0,342.0
2524,2524,VERAVAL PUNE EXP,11087,VRL,PUNE,N,N,N,N,N,N,Y,08:25,VERAVAL,PUNE JN,04:40,2.0,1066.0
2525,2525,THIRUKKURAL EXP,12642,NZM,CAPE,N,Y,N,N,N,N,Y,07:10,H NIZAMUDDIN,KANYAKUMARI,07:50,3.0,2921.0
2526,2526,COA SNSI EXP,17206,COA,SNSI,N,Y,N,Y,N,N,Y,06:00,KAKINADA PORT,SAINAGAR SHIRDI,09:18,2.0,1339.0
2527,2527,KOYNA EXPRESS,11029,CSMT,KOP,Y,Y,Y,Y,Y,Y,Y,08:40,C SHIVAJI MAH T,C SHAHUMHARAJ T,20:25,1.0,518.0
2528,2528,REWA JBP PASS,51702,REWA,JBP,Y,Y,Y,Y,Y,Y,Y,14:00,REWA,JABALPUR,20:30,1.0,239.0
2529,2529,PANCHVALLEY  PAS,59386,CWA,INDB,Y,Y,Y,Y,Y,Y,Y,21:05,CHHINDWARA JN,GORAKHPUR JN,07:05,3.0,1198.0
2530,2530,BVC BDTS SF EXP,22964,BVC,BDTS,Y,N,N,N,N,N,N,17:30,BHAVNAGAR TRMUS,BANDRA TERMINUS,07:35,2.0,778.0
2531,2531,BTI JAT EXP,19225,BTI,JAT,Y,Y,Y,Y,Y,Y,Y,18:40,BHATINDA JN,JAMMU TAWI,06:35,2.0,490.0
2532,2532,NZB PVR PASS,51433,NZB,PVR,Y,Y,Y,Y,Y,Y,Y,13:25,NIZAMABAD,PANDHARPUR,05:00,2.0,535.0
2533,2533,CNB KCG SF SPL,04155,CNB,KCG,N,N,N,N,Y,N,N,18:40,KANPUR CENTRAL,KACHEGUDA,21:50,2.0,1483.0
2534,2534,JAM TEN EXPRESS,19578,JAM,TEN,N,N,N,N,N,Y,Y,21:00,JAMNAGAR,TIRUNELVELI,22:20,3.0,2739.0
2535,2535,KOLKATA EXPRESS,19413,ADI,KOAA,N,N,N,Y,N,N,N,06:05,AHMEDABAD JN,KOLKATA,15:15,3.0,2608.0
